director_name,duration,genres,movie_title,language,budget,imdb_score
Lawrence Kasdan,136.0,Drama|Horror|Sci-Fi|Thriller,Dreamcatcher ,English,68000000.0,5.5
Steven Spielberg,150.0,Biography|Drama|History|War,Lincoln ,English,65000000.0,7.4
Lana Wachowski,136.0,Action|Sci-Fi,The Matrix ,English,63000000.0,8.7
Ron Howard,140.0,Adventure|Drama|History,Apollo 13 ,English,62000000.0,7.6
Paul Verhoeven,113.0,Action|Sci-Fi,Total Recall ,English,65000000.0,7.5
Michael Lembeck,104.0,Comedy|Family|Fantasy,The Santa Clause 2 ,English,60000000.0,5.5
Nora Ephron,119.0,Comedy|Drama|Romance,You've Got Mail ,English,65000000.0,6.5
Adam McKay,106.0,Comedy,Step Brothers ,English,65000000.0,6.9
Martin Campbell,136.0,Action|Adventure|Comedy|Romance|Thriller|Western,The Mask of Zorro ,English,65000000.0,6.7
Todd Phillips,95.0,Comedy|Drama,Due Date ,English,65000000.0,6.6
Angelina Jolie Pitt,137.0,Biography|Drama|Sport|War,Unbroken ,English,65000000.0,7.2
Clint Eastwood,130.0,Action|Adventure|Thriller,Space Cowboys ,English,65000000.0,6.4
Renny Harlin,124.0,Action|Adventure|Thriller,Cliffhanger ,English,70000000.0,6.4
John Woo,108.0,Action|Crime|Thriller,Broken Arrow ,English,50000000.0,6.0
Jon Turteltaub,104.0,Comedy|Family|Fantasy,The Kid ,English,60000000.0,6.1
Oliver Stone,129.0,Drama|History|Thriller,World Trade Center ,English,63000000.0,6.0
Mike Newell,117.0,Drama,Mona Lisa Smile ,English,65000000.0,6.4
Larry Charles,99.0,Comedy|Romance,The Dictator ,English,65000000.0,6.4
Will Gluck,118.0,Comedy|Drama|Family|Musical,Annie ,English,65000000.0,5.2
Glenn Ficarra,105.0,Comedy|Crime|Drama|Romance,Focus ,English,50100000.0,6.6
McG,103.0,Action|Comedy|Romance,This Means War ,English,65000000.0,6.3
David S. Goyer,122.0,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,Blade: Trinity ,English,65000000.0,5.9
John Milius,114.0,Action|Drama|War,Red Dawn ,English,16900000.0,6.4
Mike Nichols,143.0,Comedy|Drama,Primary Colors ,English,65000000.0,6.7
Paul W.S. Anderson,96.0,Action|Horror|Sci-Fi|Thriller,Resident Evil: Retribution ,English,65000000.0,5.4
Paul W.S. Anderson,111.0,Action|Sci-Fi|Thriller,Death Race ,English,45000000.0,6.4
Renny Harlin,121.0,Action|Crime|Drama|Mystery|Thriller,The Long Kiss Goodnight ,English,65000000.0,6.7
Taylor Hackford,135.0,Action|Drama|Thriller,Proof of Life ,English,65000000.0,6.2
Jon Favreau,101.0,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Zathura: A Space Adventure ,English,65000000.0,6.1
David Fincher,151.0,Drama,Fight Club ,English,63000000.0,8.8
McG,131.0,Drama|Sport,We Are Marshall ,English,65000000.0,7.1
Michael Lehmann,100.0,Action|Adventure|Comedy,Hudson Hawk ,English,70000000.0,5.7
Nora Ephron,105.0,Comedy|Crime,Lucky Numbers ,English,65000000.0,5.0
Stuart Beattie,92.0,Action|Fantasy|Sci-Fi|Thriller,"I, Frankenstein ",English,65000000.0,5.1
Roman Polanski,130.0,Crime|Drama,Oliver Twist ,English,50000000.0,6.9
Rob Bowman,100.0,Action|Crime|Fantasy|Thriller,Elektra ,English,43000000.0,4.8
Frank Miller,102.0,Action|Crime|Thriller,Sin City: A Dame to Kill For ,English,65000000.0,6.5
Sydney Pollack,133.0,Drama|Mystery|Romance,Random Hearts ,English,64000000.0,5.1
Baltasar Kormákur,121.0,Adventure|Biography|Drama|History|Sport|Thriller,Everest ,English,55000000.0,7.1
Tom Tykwer,147.0,Crime|Drama|Fantasy,Perfume: The Story of a Murderer ,English,50000000.0,7.5
Jay Roach,94.0,Action|Comedy|Crime,Austin Powers in Goldmember ,English,63000000.0,6.2
David Bowers,94.0,Action|Animation|Comedy|Family|Sci-Fi,Astro Boy ,English,65000000.0,6.3
Steven Spielberg,127.0,Adventure|Sci-Fi|Thriller,Jurassic Park ,English,63000000.0,8.1
Phillip Noyce,141.0,Action|Crime|Drama|Thriller,Clear and Present Danger ,English,62000000.0,6.9
Daniel Lee,103.0,Action|Adventure|Drama|History,Dragon Blade ,Mandarin,65000000.0,6.1
Keenen Ivory Wayans,98.0,Comedy|Crime,Littleman ,English,64000000.0,4.3
Jonathan Mostow,116.0,Action|War,U-571 ,English,62000000.0,6.6
Rob Reiner,114.0,Comedy|Drama|Romance,The American President ,English,62000000.0,6.8
Marco Schnabel,87.0,Comedy|Romance|Sport,The Love Guru ,English,62000000.0,3.8
Demian Lichtenstein,125.0,Action|Comedy|Crime|Thriller,3000 Miles to Graceland ,English,42000000.0,5.9
Josh Gordon,93.0,Comedy|Sport,Blades of Glory ,English,61000000.0,6.3
Tim Hill,95.0,Adventure|Animation|Comedy|Family|Fantasy,Hop ,English,63000000.0,5.5
Zack Snyder,117.0,Action|Drama|Fantasy|War,300 ,English,65000000.0,7.7
Jay Roach,106.0,Comedy|Romance,Meet the Fockers ,English,80000000.0,6.3
David Frankel,115.0,Comedy|Drama|Family,Marley & Me ,English,60000000.0,7.1
David Fincher,149.0,Crime|Drama|Mystery|Thriller,Gone Girl ,English,61000000.0,8.1
Doug Liman,119.0,Action|Mystery|Thriller,The Bourne Identity ,English,60000000.0,7.9
Martin Campbell,130.0,Action|Adventure|Thriller,GoldenEye ,English,58000000.0,7.2
Peter Weir,103.0,Comedy|Drama|Sci-Fi,The Truman Show ,English,60000000.0,8.1
Brenda Chapman,99.0,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,The Prince of Egypt ,English,70000000.0,7.0
Steve Carr,92.0,Comedy|Family,Daddy Day Care ,English,60000000.0,5.5
Baltasar Kormákur,109.0,Action|Comedy|Crime|Drama|Thriller,2 Guns ,English,61000000.0,6.7
Lawrence Guterman,87.0,Action|Comedy|Family|Fantasy,Cats & Dogs ,English,60000000.0,5.2
F. Gary Gray,111.0,Action|Crime|Thriller,The Italian Job ,English,60000000.0,7.0
Marc Lawrence,101.0,Comedy|Romance,Two Weeks Notice ,English,60000000.0,6.1
Peter Billingsley,113.0,Comedy,Couples Retreat ,English,60000000.0,5.5
Tony Scott,107.0,Action|Drama|Sport,Days of Thunder ,English,60000000.0,5.9
Adam Shankman,94.0,Adventure|Comedy|Family,Cheaper by the Dozen 2 ,English,60000000.0,5.4
Wes Ball,132.0,Action|Sci-Fi|Thriller,The Scorch Trials ,English,61000000.0,6.4
Ryan Murphy,140.0,Drama|Romance,Eat Pray Love ,English,60000000.0,5.7
Brett Ratner,125.0,Comedy|Drama|Fantasy|Romance,The Family Man ,English,60000000.0,6.7
Robert Schwentke,111.0,Action|Comedy|Crime|Thriller,RED ,English,58000000.0,7.1
Michael Mann,120.0,Crime|Drama|Thriller,Collateral ,English,65000000.0,7.6
Chuck Russell,100.0,Action|Adventure|Fantasy|Thriller,The Scorpion King ,English,60000000.0,5.5
Jay Russell,115.0,Action|Drama|Thriller,Ladder 49 ,English,55000000.0,6.5
Christopher McQuarrie,130.0,Action|Crime|Mystery|Thriller,Jack Reacher ,English,60000000.0,7.0
Renny Harlin,105.0,Action|Sci-Fi|Thriller,Deep Blue Sea ,English,60000000.0,5.8
Kenny Ortega,111.0,Documentary|Music,This Is It ,English,60000000.0,7.3
Steven Soderbergh,106.0,Drama|Thriller,Contagion ,English,60000000.0,6.6
David McNally,89.0,Action|Adventure|Comedy|Crime,Kangaroo Jack ,English,60000000.0,4.4
Henry Selick,100.0,Animation|Family|Fantasy,Coraline ,English,60000000.0,7.7
M. Night Shyamalan,91.0,Sci-Fi|Thriller,The Happening ,English,48000000.0,5.0
Tony Scott,146.0,Action|Crime|Drama|Thriller,Man on Fire ,English,70000000.0,7.7
Brian Robbins,98.0,Comedy|Family|Fantasy,The Shaggy Dog ,English,50000000.0,4.4
Todd Phillips,101.0,Comedy|Crime,Starsky & Hutch ,English,60000000.0,6.1
Brian Levant,94.0,Comedy|Family,Jingle All the Way ,English,60000000.0,5.4
Guillermo del Toro,132.0,Action|Fantasy|Horror|Sci-Fi,Hellboy ,English,66000000.0,6.8
Steven Zaillian,115.0,Drama,A Civil Action ,English,60000000.0,6.5
Chris Butler,92.0,Adventure|Animation|Comedy|Family|Fantasy,ParaNorman ,English,60000000.0,7.0
Michael Caton-Jones,124.0,Action|Adventure|Crime|Thriller,The Jackal ,English,60000000.0,6.3
John Woo,119.0,Action|Mystery|Sci-Fi|Thriller,Paycheck ,English,60000000.0,6.3
Jon Avnet,124.0,Drama|Romance,Up Close & Personal ,English,60000000.0,6.1
Sam Fell,93.0,Adventure|Animation|Comedy|Family|Fantasy,The Tale of Despereaux ,English,60000000.0,6.1
Kevin Donovan,98.0,Action|Comedy|Sci-Fi,The Tuxedo ,English,60000000.0,5.3
Geoff Murphy,92.0,Action|Thriller,Under Siege 2: Dark Territory ,English,60000000.0,5.4
Kenneth Branagh,105.0,Action|Drama|Thriller,Jack Ryan: Shadow Recruit ,English,60000000.0,6.2
David O. Russell,124.0,Biography|Comedy|Drama,Joy ,English,60000000.0,6.6
Babak Najafi,99.0,Action|Crime|Drama|Thriller,London Has Fallen ,English,60000000.0,5.9
Jean-Pierre Jeunet,116.0,Action|Horror|Sci-Fi,Alien: Resurrection ,English,75000000.0,6.3
Antoine Fuqua,124.0,Action|Crime|Drama|Mystery|Thriller,Shooter ,English,61000000.0,7.2
Graham Annable,96.0,Adventure|Animation|Comedy|Family|Fantasy,The Boxtrolls ,English,60000000.0,6.8
Griffin Dunne,104.0,Comedy|Drama|Fantasy|Romance,Practical Magic ,English,48000000.0,6.1
Phil Lord,100.0,Action|Adventure|Animation|Comedy|Family|Fantasy,The Lego Movie ,English,60000000.0,7.8
John Pasquin,115.0,Action|Comedy|Crime,Miss Congeniality 2: Armed and Fabulous ,English,45000000.0,5.0
Rob Bowman,101.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Reign of Fire ,English,60000000.0,6.2
Ruben Fleischer,113.0,Action|Crime|Drama|Thriller,Gangster Squad ,English,60000000.0,6.7
Harold Ramis,100.0,Adventure|Comedy,Year One ,English,60000000.0,4.9
Clint Eastwood,134.0,Biography|Drama|History|Sport,Invictus ,English,60000000.0,7.4
Tony Gilroy,125.0,Comedy|Crime|Romance|Thriller,Duplicity ,English,60000000.0,6.2
Donald Petrie,94.0,Comedy|Family|Sci-Fi,My Favorite Martian ,English,65000000.0,4.9
Clark Johnson,107.0,Action|Crime|Thriller,The Sentinel ,English,60000000.0,6.1
Jorge Blanco,91.0,Adventure|Animation|Comedy|Family|Sci-Fi,Planet 51 ,English,70000000.0,6.1
Stuart Baird,116.0,Action|Adventure|Sci-Fi|Thriller,Star Trek: Nemesis ,English,60000000.0,6.4
Joel Coen,100.0,Comedy|Crime|Romance,Intolerable Cruelty ,English,60000000.0,6.3
Martin Campbell,117.0,Crime|Drama|Mystery|Thriller,Edge of Darkness ,English,80000000.0,6.6
Peter Hyams,110.0,Horror|Mystery|Sci-Fi|Thriller,The Relic ,English,40000000.0,5.7
Harold Ramis,96.0,Comedy|Crime,Analyze That ,English,60000000.0,5.9
Jon Avnet,101.0,Action|Crime|Drama|Mystery|Thriller,Righteous Kill ,English,60000000.0,6.0
Harold Becker,111.0,Action|Crime|Drama|Thriller,Mercury Rising ,English,60000000.0,6.1
Joe Wright,117.0,Biography|Drama|Music,The Soloist ,English,60000000.0,6.7
Robert Redford,126.0,Drama|Fantasy|Sport,The Legend of Bagger Vance ,English,60000000.0,6.7
Cameron Crowe,152.0,Adventure|Comedy|Drama|Music,Almost Famous ,English,60000000.0,7.9
Lee Tamahori,101.0,Action|Adventure|Crime|Thriller,xXx: State of the Union ,English,87000000.0,4.3
Scott Stewart,87.0,Action|Fantasy|Horror|Sci-Fi|Thriller,Priest ,English,60000000.0,5.7
Patrick Gilmore,85.0,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,Sinbad: Legend of the Seven Seas ,English,60000000.0,6.7
Paul W.S. Anderson,130.0,Horror|Sci-Fi|Thriller,Event Horizon ,English,60000000.0,6.7
Tom Shadyac,104.0,Drama|Fantasy|Mystery|Romance|Thriller,Dragonfly ,English,60000000.0,6.1
Brian De Palma,121.0,Crime|Drama|Mystery|Thriller,The Black Dahlia ,English,50000000.0,5.6
Tony Bill,140.0,Action|Adventure|Drama|History|Romance|War,Flyboys ,English,60000000.0,6.6
Rod Lurie,131.0,Action|Drama|Thriller,The Last Castle ,English,60000000.0,6.9
Walter Hill,91.0,Horror|Sci-Fi|Thriller,Supernova ,English,65000000.0,4.8
Akiva Goldsman,118.0,Drama|Fantasy|Mystery|Romance,Winter's Tale ,English,60000000.0,6.2
Harald Zwart,130.0,Fantasy|Horror|Mystery|Romance,The Mortal Instruments: City of Bones ,English,60000000.0,6.0
Brian Robbins,90.0,Adventure|Comedy|Family|Romance|Sci-Fi,Meet Dave ,English,60000000.0,4.9
Walter Salles,103.0,Drama|Horror|Thriller,Dark Water ,English,30000000.0,5.6
Ron Howard,122.0,Comedy|Drama,Edtv ,English,55000000.0,6.1
Iain Softley,106.0,Adventure|Family|Fantasy,Inkheart ,English,60000000.0,6.1
Frank Miller,103.0,Action|Crime|Fantasy|Thriller,The Spirit ,English,60000000.0,4.8
David Koepp,107.0,Action|Comedy|Mystery|Romance,Mortdecai ,English,60000000.0,5.5
Martin Campbell,127.0,Adventure|Drama|Romance|War,Beyond Borders ,English,35000000.0,6.5
Pou-Soi Cheang,119.0,Action|Adventure|Fantasy,Xi you ji zhi: Sun Wukong san da Baigu Jing ,English,68005000.0,6.0
John Dahl,132.0,Action|Drama|War,The Great Raid ,Filipino,80000000.0,6.7
Tim Miller,108.0,Action|Adventure|Comedy|Romance|Sci-Fi,Deadpool ,English,58000000.0,8.1
Stephen Herek,114.0,Comedy|Drama,Holy Man ,English,60000000.0,4.9
Clint Eastwood,133.0,Action|Biography|Drama|History|Thriller|War,American Sniper ,English,58800000.0,7.3
Rob Letterman,103.0,Adventure|Comedy|Family|Fantasy|Horror,Goosebumps ,English,58000000.0,6.4
Mark Waters,95.0,Comedy|Fantasy|Romance,Just Like Heaven ,English,58000000.0,6.7
Brian Levant,90.0,Comedy|Family|Romance|Sci-Fi,The Flintstones in Viva Rock Vegas ,English,60000000.0,3.6
Peter MacDonald,87.0,Action|Adventure|Thriller|War,Rambo III ,English,63000000.0,5.7
George Clooney,114.0,Comedy|Drama|Romance|Sport,Leatherheads ,English,58000000.0,6.0
Marc Lawrence,103.0,Comedy|Drama|Romance,Did You Hear About the Morgans? ,English,58000000.0,4.7
Shawn Levy,125.0,Comedy,The Internship ,English,58000000.0,6.3
Paul W.S. Anderson,97.0,Action|Adventure|Horror|Sci-Fi,Resident Evil: Afterlife ,English,60000000.0,5.9
Anthony Hemingway,125.0,Action|Adventure|Drama|History|War,Red Tails ,English,58000000.0,5.9
Taylor Hackford,136.0,Drama|Mystery|Thriller,The Devil's Advocate ,English,57000000.0,7.5
Sean Anders,116.0,Comedy,That's My Boy ,English,70000000.0,5.6
Rob Cohen,103.0,Action|Adventure|Fantasy,DragonHeart ,English,57000000.0,6.4
Brett Ratner,97.0,Action|Comedy|Crime|Drama,After the Sunset ,English,58000000.0,6.3
Mark Neveldine,96.0,Action|Fantasy|Thriller,Ghost Rider: Spirit of Vengeance ,English,57000000.0,4.3
John Madden,131.0,Drama|Music|Romance|War,Captain Corelli's Mandolin ,English,57000000.0,5.9
Adam Shankman,95.0,Action|Comedy|Drama|Family|Thriller,The Pacifier ,English,56000000.0,5.5
Kevin Bray,86.0,Action|Crime,Walking Tall ,English,56000000.0,6.2
Robert Zemeckis,142.0,Comedy|Drama,Forrest Gump ,English,55000000.0,8.8
Tim Hill,92.0,Animation|Comedy|Family|Fantasy|Music,Alvin and the Chipmunks ,English,60000000.0,5.2
Jay Roach,108.0,Comedy,Meet the Parents ,English,55000000.0,7.0
Mike Gabriel,84.0,Adventure|Animation|Drama|Family|History|Musical|Romance,Pocahontas ,English,55000000.0,6.6
Tom Shadyac,95.0,Comedy|Romance|Sci-Fi,The Nutty Professor ,English,54000000.0,5.6
Andy Tennant,118.0,Comedy|Romance,Hitch ,English,70000000.0,6.6
Sam Weisman,92.0,Action|Adventure|Comedy|Family|Romance,George of the Jungle ,English,55000000.0,5.4
Jesse Dylan,74.0,Comedy|Romance,American Wedding ,English,55000000.0,6.3
Paul Greengrass,134.0,Biography|Drama|Thriller,Captain Phillips ,English,55000000.0,7.9
Shawn Levy,101.0,Comedy|Crime|Romance|Thriller,Date Night ,English,55000000.0,6.3
Brad Silberling,100.0,Comedy|Family|Fantasy,Casper ,English,50000000.0,6.0
Antoine Fuqua,132.0,Action|Crime|Thriller,The Equalizer ,English,55000000.0,7.2
Wayne Wang,105.0,Comedy|Drama|Romance,Maid in Manhattan ,English,55000000.0,5.1
Tony Scott,123.0,Action|Drama|Thriller|War,Crimson Tide ,English,53000000.0,7.3
Gabriele Muccino,117.0,Biography|Drama,The Pursuit of Happyness ,English,55000000.0,8.0
Robert Schwentke,98.0,Drama|Mystery|Thriller,Flightplan ,English,55000000.0,6.2
Barry Levinson,128.0,Drama|Thriller,Disclosure ,English,55000000.0,6.0
Brad Silberling,114.0,Drama|Fantasy|Romance,City of Angels ,English,55000000.0,6.7
Quentin Tarantino,111.0,Action,Kill Bill: Vol. 1 ,English,30000000.0,8.1
Frank Oz,85.0,Comedy,Bowfinger ,English,55000000.0,6.4
Quentin Tarantino,137.0,Action|Crime|Drama|Thriller,Kill Bill: Vol. 2 ,English,30000000.0,8.0
Andrey Konchalovskiy,97.0,Action|Comedy|Crime|Thriller,Tango & Cash ,English,55000000.0,6.3
Robert Zemeckis,104.0,Comedy|Fantasy|Horror,Death Becomes Her ,English,55000000.0,6.4
Tom Dey,110.0,Action|Adventure|Comedy|Western,Shanghai Noon ,English,55000000.0,6.6
Stuart Baird,133.0,Action|Adventure|Thriller,Executive Decision ,English,55000000.0,6.4
Mark Waters,94.0,Comedy|Family|Fantasy,Mr. Popper's Penguins ,English,55000000.0,6.0
Rob Minkoff,104.0,Action|Adventure|Fantasy,The Forbidden Kingdom ,English,55000000.0,6.6
Jimmy Hayward,91.0,Adventure|Animation|Comedy|Family,Free Birds ,English,55000000.0,5.9
David Fincher,145.0,Action|Horror|Sci-Fi,Alien 3 ,English,50000000.0,6.4
Alan Parker,135.0,Biography|Drama|History|Musical,Evita ,English,55000000.0,6.3
John Frankenheimer,122.0,Action|Adventure|Crime|Thriller,Ronin ,English,55000000.0,7.3
Stephen Hopkins,110.0,Adventure|Drama|Horror|Thriller,The Ghost and the Darkness ,English,55000000.0,6.8
Paul King,95.0,Animation|Comedy|Family|Fantasy,Paddington ,English,55000000.0,7.2
Akiva Schaffer,102.0,Action|Comedy|Sci-Fi,The Watch ,English,68000000.0,5.7
William Friedkin,94.0,Action|Crime|Drama|Thriller,The Hunted ,English,55000000.0,6.0
Jon Turteltaub,126.0,Drama|Thriller,Instinct ,English,55000000.0,6.5
Bobby Farrelly,118.0,Comedy,Stuck on You ,English,55000000.0,5.8
Kent Alterman,99.0,Comedy|Sport,Semi-Pro ,English,55000000.0,5.8
Peter Lord,88.0,Adventure|Animation|Comedy|Family,The Pirates! Band of Misfits ,English,55000000.0,6.7
Clint Eastwood,141.0,Crime|Drama|Mystery|Thriller,Changeling ,English,55000000.0,7.8
Andrew Davis,107.0,Action|Drama|Sci-Fi|Thriller,Chain Reaction ,English,50000000.0,5.6
Tony Scott,116.0,Action|Drama|Sport|Thriller,The Fan ,English,55000000.0,5.8
Joel Schumacher,143.0,Drama|Musical|Romance|Thriller,The Phantom of the Opera ,English,70000000.0,7.4
Shekhar Kapur,114.0,Biography|Drama|History|War,Elizabeth: The Golden Age ,English,55000000.0,6.9
Karyn Kusama,93.0,Action|Sci-Fi,Æon Flux ,English,62000000.0,5.5
Robert Butler,100.0,Action|Thriller,Turbulence ,English,71000000.0,4.7
Karey Kirkpatrick,107.0,Comedy|Drama|Family|Fantasy,Imagine That ,English,55000000.0,5.6
James Bobin,119.0,Adventure|Comedy|Crime|Family|Musical,Muppets Most Wanted ,English,50000000.0,6.4
Jonathan Frakes,95.0,Action|Adventure|Comedy|Family|Sci-Fi,Thunderbirds ,English,57000000.0,4.2
Steve Antin,119.0,Drama|Music|Musical|Romance,Burlesque ,English,55000000.0,6.4
Jean-Pierre Jeunet,133.0,Drama|Mystery|Romance|War,A Very Long Engagement ,French,47000000.0,7.7
Stanley Kubrick,152.0,Crime|Drama|Romance,Lolita ,English,2000000.0,7.7
Jim Gillespie,96.0,Crime|Horror|Mystery|Thriller,Eye See You ,English,55000000.0,5.3
Guillermo del Toro,117.0,Action|Horror|Sci-Fi|Thriller,Blade II ,English,54000000.0,6.7
Gabriele Muccino,123.0,Drama|Romance,Seven Pounds ,English,55000000.0,7.7
Walter Hill,92.0,Action|Thriller,Bullet to the Head ,English,55000000.0,5.7
Cameron Crowe,123.0,Comedy|Drama|Romance,Elizabethtown ,English,57000000.0,6.4
Anthony Russo,110.0,Comedy|Romance,"You, Me and Dupree ",English,54000000.0,5.6
Richard Lester,116.0,Action|Adventure|Romance|Sci-Fi,Superman II ,English,54000000.0,6.8
Steven Zaillian,128.0,Drama|Thriller,All the King's Men ,English,55000000.0,6.2
John Singleton,99.0,Action|Crime|Thriller,Shaft ,English,46000000.0,5.9
Don Bluth,94.0,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,Anastasia ,English,50000000.0,7.1
Baz Luhrmann,127.0,Drama|Musical|Romance,Moulin Rouge! ,English,52500000.0,7.6
Harold Becker,89.0,Crime|Mystery|Thriller,Domestic Disturbance ,English,53000000.0,5.5
Scott Cooper,123.0,Biography|Crime|Drama,Black Mass ,English,53000000.0,7.0
Clint Eastwood,135.0,Drama|History|War,Flags of Our Fathers ,English,90000000.0,7.1
F. Gary Gray,118.0,Crime|Drama|Thriller,Law Abiding Citizen ,English,50000000.0,7.4
Curtis Hanson,124.0,Drama|Romance|Sport,Lucky You ,English,55000000.0,5.9
Steven Spielberg,141.0,Biography|Crime|Drama,Catch Me If You Can ,English,52000000.0,8.0
Peyton Reed,106.0,Comedy|Drama|Romance,The Break-Up ,English,52000000.0,5.8
Phyllida Lloyd,108.0,Comedy|Family|Musical|Romance,Mamma Mia! ,English,52000000.0,6.3
Garry Marshall,125.0,Comedy|Romance,Valentine's Day ,English,52000000.0,5.7
Jay Chandrasekhar,107.0,Action|Adventure|Comedy,The Dukes of Hazzard ,English,50000000.0,5.1
David Dobkin,118.0,Comedy|Fantasy,The Change-Up ,English,52000000.0,6.4
